t,stamp,mug_marian,mug_theo,bowl_shared_1,plate_shared_1,laptop_marian,phone_marian,phone_theo,tablet_theo,keys_marian,keys_theo,wallet_marian,wallet_theo,book_marian,book_theo,water_bottle_marian,water_bottle_theo,remote_shared_1,charger_marian,charger_theo,backpack_marian,backpack_theo,jacket_marian,jacket_theo,glasses_marian,glasses_theo,notebook_marian,notebook_theo,pen_marian,medication_bottle_marian,medication_bottle_theo,blanket_marian,blanket_theo,towel_shared_1,umbrella_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,watering_can_marian,yoga_mat_theo
35880,d24 Thu 22:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen
35940,d24 Thu 23:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen
36000,d25 Fri 00:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen
36060,d25 Fri 01:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen
36120,d25 Fri 02:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen
36180,d25 Fri 03:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen
36240,d25 Fri 04:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen
36300,d25 Fri 05:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen
36360,d25 Fri 06:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen
36420,d25 Fri 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen
36480,d25 Fri 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen
36540,d25 Fri 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,living,entry,outside,entry,outside,living,kitchen,kitchen,kitchen,living,kitchen,living,entry,outside,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen
36600,d25 Fri 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen
36660,d25 Fri 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,kitchen
36720,d25 Fri 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,kitchen,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
36780,d25 Fri 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,kitchen,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
36840,d25 Fri 14:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,kitchen,living,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
36900,d25 Fri 15:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
36960,d25 Fri 16:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
37020,d25 Fri 17:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
37080,d25 Fri 18:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
37140,d25 Fri 19:00,living,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
37200,d25 Fri 20:00,living,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
37260,d25 Fri 21:00,living,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
37320,d25 Fri 22:00,living,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
37380,d25 Fri 23:00,living,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
37440,d26 Sat 00:00,living,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
37500,d26 Sat 01:00,living,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
37560,d26 Sat 02:00,living,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
37620,d26 Sat 03:00,living,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
37680,d26 Sat 04:00,living,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
37740,d26 Sat 05:00,living,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
37800,d26 Sat 06:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,living,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen
37860,d26 Sat 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,living,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen
37920,d26 Sat 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,living,outside,entry,outside,entry,living,living,entry,kitchen,living,kitchen,kitchen,outside,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen
37980,d26 Sat 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,living,outside,entry,outside,entry,living,living,entry,kitchen,living,kitchen,kitchen,outside,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen
38040,d26 Sat 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,outside,outside,outside,outside,living,living,entry,kitchen,living,kitchen,kitchen,outside,outside,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,outside,bedroom_2,entry,kitchen,kitchen,entry,kitchen
38100,d26 Sat 11:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,living,entry,kitchen,living,kitchen,kitchen,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,bedroom_1,entry,bedroom_1,entry,kitchen,kitchen,entry,kitchen
38160,d26 Sat 12:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,living,entry,kitchen,living,kitchen,kitchen,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
38220,d26 Sat 13:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,living,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
38280,d26 Sat 14:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,living,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
38340,d26 Sat 15:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,living,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,kitchen
38400,d26 Sat 16:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
38460,d26 Sat 17:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
38520,d26 Sat 18:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
38580,d26 Sat 19:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
38640,d26 Sat 20:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
38700,d26 Sat 21:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
38760,d26 Sat 22:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
38820,d26 Sat 23:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
38880,d27 Sun 00:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
38940,d27 Sun 01:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
39000,d27 Sun 02:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
39060,d27 Sun 03:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
39120,d27 Sun 04:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
39180,d27 Sun 05:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
39240,d27 Sun 06:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,kitchen,living,living,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
39300,d27 Sun 07:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
39360,d27 Sun 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen
39420,d27 Sun 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry,entry,entry,living,kitchen,kitchen,entry,kitchen,kitchen,living,kitchen,living,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,bedroom_2,entry,kitchen,kitchen,entry,living
39480,d27 Sun 10:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry,kitchen,living,living,kitchen,entry,living,kitchen,living,kitchen,kitchen,entry,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,bedroom_2,entry,kitchen,kitchen,entry,living
39540,d27 Sun 11:00,living,kitchen,kitchen,kitchen,kitchen,outside,kitchen,entry,outside,entry,outside,kitchen,living,kitchen,outside,entry,living,kitchen,living,outside,kitchen,outside,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,bedroom_2,entry,kitchen,kitchen,entry,living
39600,d27 Sun 12:00,living,kitchen,kitchen,kitchen,kitchen,outside,kitchen,entry,outside,entry,outside,kitchen,living,kitchen,outside,entry,living,kitchen,living,outside,kitchen,outside,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,bedroom_2,entry,kitchen,kitchen,entry,living
39660,d27 Sun 13:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry,kitchen,living,kitchen,entry,entry,living,kitchen,living,entry,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,bedroom_2,entry,kitchen,kitchen,entry,kitchen
