t,stamp,phone_leena,keys_leena,wallet_leena,laptop_leena,charger_leena,backpack_leena,jacket_leena,headphones_leena,glasses_leena,notebook_leena,pen_leena,water_bottle_leena,lunchbox_leena,mug_leena,mug_shared_1,bowl_leena,plate_leena,pot_shared_1,pan_shared_1,book_leena,remote_shared_1,blanket_leena,yoga_mat_leena,laundry_basket_leena,towel_leena,vacuum_cleaner_shared_1,watering_can_leena,medication_bottle_leena,hairbrush_leena,makeup_kit_leena,suitcase_leena,umbrella_leena
35820,d24 Thu 21:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
35880,d24 Thu 22:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
35940,d24 Thu 23:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
36000,d25 Fri 00:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
36060,d25 Fri 01:00,entry,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
36120,d25 Fri 02:00,entry,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
36180,d25 Fri 03:00,entry,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
36240,d25 Fri 04:00,entry,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
36300,d25 Fri 05:00,entry,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
36360,d25 Fri 06:00,entry,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
36420,d25 Fri 07:00,entry,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
36480,d25 Fri 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
36540,d25 Fri 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
36600,d25 Fri 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
36660,d25 Fri 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
36720,d25 Fri 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
36780,d25 Fri 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
36840,d25 Fri 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
36900,d25 Fri 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
36960,d25 Fri 16:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37020,d25 Fri 17:00,living,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37080,d25 Fri 18:00,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37140,d25 Fri 19:00,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37200,d25 Fri 20:00,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37260,d25 Fri 21:00,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37320,d25 Fri 22:00,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37380,d25 Fri 23:00,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37440,d26 Sat 00:00,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37500,d26 Sat 01:00,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37560,d26 Sat 02:00,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37620,d26 Sat 03:00,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37680,d26 Sat 04:00,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37740,d26 Sat 05:00,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37800,d26 Sat 06:00,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37860,d26 Sat 07:00,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37920,d26 Sat 08:00,kitchen,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
37980,d26 Sat 09:00,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
38040,d26 Sat 10:00,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
38100,d26 Sat 11:00,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
38160,d26 Sat 12:00,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
38220,d26 Sat 13:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
38280,d26 Sat 14:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
38340,d26 Sat 15:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
38400,d26 Sat 16:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
38460,d26 Sat 17:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
38520,d26 Sat 18:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
38580,d26 Sat 19:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
38640,d26 Sat 20:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
38700,d26 Sat 21:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
38760,d26 Sat 22:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
38820,d26 Sat 23:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
38880,d27 Sun 00:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
38940,d27 Sun 01:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
39000,d27 Sun 02:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
39060,d27 Sun 03:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
39120,d27 Sun 04:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
39180,d27 Sun 05:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
39240,d27 Sun 06:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
39300,d27 Sun 07:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
39360,d27 Sun 08:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,entry,kitchen,bathroom,kitchen,bathroom,bedroom,entry
39420,d27 Sun 09:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
39480,d27 Sun 10:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bedroom,kitchen,bedroom,kitchen
39540,d27 Sun 11:00,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
39600,d27 Sun 12:00,kitchen,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
39660,d27 Sun 13:00,kitchen,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
39720,d27 Sun 14:00,bedroom,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bedroom,bathroom,bedroom,entry
39780,d27 Sun 15:00,bedroom,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bedroom,bathroom,bedroom,entry
39840,d27 Sun 16:00,bedroom,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bedroom,bathroom,bedroom,entry
39900,d27 Sun 17:00,bedroom,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bedroom,bathroom,bedroom,entry
39960,d27 Sun 18:00,bedroom,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bedroom,bathroom,bedroom,entry
40020,d27 Sun 19:00,bedroom,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bedroom,bathroom,bedroom,entry
40080,d27 Sun 20:00,bedroom,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bedroom,bathroom,bedroom,entry
40140,d27 Sun 21:00,bedroom,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bedroom,bathroom,bedroom,entry
40200,d27 Sun 22:00,bedroom,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bedroom,bathroom,bedroom,entry
40260,d27 Sun 23:00,bedroom,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bedroom,bedroom,bathroom,bedroom,entry
